Bus Name,Sentence,POS,NEG,NEU
Ngọc Ánh (Sài Gòn),"Xe dơ quá, dán con nhiều ngủ cứ bò lộm cộm rất khó chịu. Giết mấy con xịt rồi vẫn còn.",0.0008,0.9991,1e-04
Ngọc Ánh (Sài Gòn),Đi 1 lần rồi thôi,0.996,0.0038,0.0003
Ngọc Ánh (Sài Gòn),"Xe limousine nhưng ghé bị hư k chỉnh dc , nằm cấn lưng đau lưng, máy lạnh ở hành lang xe thì mát, máy lạnh trong buồng thì nóng điên. Lỗ cắm xạc k dùng dc. Nói chung bỏ tiền đi xe limousine mà trải nghiệm như xe đò",0.0008,0.9991,1e-04
Ngọc Ánh (Sài Gòn),Trung bình dưới trung bình,0.0002,0.0005,0.9993
Ngọc Ánh (Sài Gòn),Mặc dù xe trễ gần 1 tiếng nhưng thái độ phục vụ rất tốt đánh giá 5*,0.9967,0.0004,0.0029
Ngọc Ánh (Sài Gòn),"Xe chuyển khách quá nhiều, giá rẻ rồi muốn làm gì làm khách hay sao? Đi có 1 chuyến xe mà chuyển khách từ chỗ này qua chỗ khác, tự mình xem những thương hiệu khác cỡ giá vé đó có làm vậy với khách không, tệ không chịu nổi Đợt trước đó đi xe 32 chỗ đã bị chuyển sang 44 chỗ rồi, cũng chả thấy xin lỗi hoàn tiền gì cả, không có lần sau quay lại đâu nha.",0.0005,0.9993,1e-04
Ngọc Ánh (Sài Gòn),Xe chạy emm,0.9994,0.0003,0.0003
Ngọc Ánh (Sài Gòn),Tốt,0.9938,0.0005,0.0057
Ngọc Ánh (Sài Gòn),Xe cần phải đi sửa chữa lại mình đặt xe vé 200k nhưng nằm mà ngước lên nhìn ốc thì thiếu mỗi lần xe đi ngang ổ gà thì cái ở trên rung lắc giữ dội kiểu như là sắp rơi và người trên có thể rớt xuống mình bất cứ lúc nào,0.0022,0.9968,0.001
Ngọc Ánh (Sài Gòn),"Cập nhật sai thông tin thời gian đến, lệch cả 2 tiếng",0.0252,0.9745,0.0003
Ngọc Ánh (Sài Gòn),"Phụ xe thái độ với khách , đón trễ đi chuyến 9h50 mà 10h40 mới rước mà không gọi khách lần nào , hỏi mấy giờ tới cũng quạo quọ (chuyến xe vĩnh long - cà mau biển số 94B-005.03 đề nghị xem xét lại về thái độ nếu muốn phát triển nhà xe hơn mình đi một lần là sợ luôn rồi)",0.0005,0.9993,0.0002
Ngọc Ánh (Sài Gòn),"Xe Limousine không có bất kì dịch vụ nào, Giường không chỉnh được, chế độ ghế hư, tivi cũng hư, Wifi cũng hư, rèm cũng hư, xe ồn ào, Tài xế muốn kéo màn ai là kéo 😂 vé 290 thua đi xe giường nằm luôn",0.0012,0.9988,1e-04
Ngọc Ánh (Sài Gòn),"Tài xế, phụ xe, tài xế xe trung chuyển đều vui vẻ, tận tâm. Duy chỉ có nhân viên chỗ nhà xe chờ khách chưa được chứ dao và chưa có tâm với khách.",0.8318,0.0493,0.1189
Ngọc Ánh (Sài Gòn),"Đi nhiều lần rồi nhưng lần này quá tệ, xe xuất phát chậm nhưng chạy nhanh rung lắc dữ dội, đã v mình còn k được nằm đúng vị trí giường đã đặt",0.0006,0.9993,1e-04
Ngọc Ánh (Sài Gòn),"Tôi đã đi xe Ngọc Ánh rất nhiều lần,và chưa bao giờ thấy bực mình và khó chịu như lần này.Nhà xe cư xử và dịch vụ rất tệ.Đi từ Bạc Liêu đến Sg,bỏ khách ngay bến đậu xe không vào trạm,trong khi tôi đặt vé vào đến trạm xe.Tôi và ông xã tôi đã khó khăn khi tìm địa chỉ để book xe grab,hỏi địa chỉ thì người ở trạm xe không thèm trả lời.Ai đi xe từ miền tây hoặc Cà Mau đến Sg phải cân nhắc vì xe không đưa đến trạm ở quận 8 mà bỏ giữa nơi đậu xe.TRẢI NGHIỆM XẤU VÀ DỊCH VỤ RẤT TỆ",0.0008,0.9992,1e-04
Ngọc Ánh (Sài Gòn),"Xe dừng rất lâu tại các trạm nghỉ, đặt biệt là tại trạm nghỉ Sóc Trăng tài xế đi xuống giường trống ngủ hơn 40p rới xuống ăn uống nghỉ ngơi nên thời gian ờ lại bến kéo dài gần 1 giờ đồng hồ. Thêm nữa là rước khách vãng lai trên đường đi khá nhiều. Mong nhà xe khắc phục",0.0014,0.9974,0.0013
Ngọc Ánh (Sài Gòn),Xe bị hỏng mất thời gian,0.0016,0.9983,1e-04
Ngọc Ánh (Sài Gòn),"Nhân viên chuyến xe nhiệt tình, tuy nhiên giường nằm màn cửa hỏng khó kéo",0.0016,0.0152,0.9832
Ngọc Ánh (Sài Gòn),Nhân viên thân thiện,0.9977,0.0003,0.0019
Ngọc Ánh (Sài Gòn),Xe đến hơi trễ,0.9964,0.0034,0.0002
Ngọc Ánh (Sài Gòn),"Đón chậm trễ, chuyến đi kéo dài hơn dự kiến",0.0107,0.9847,0.0046
Ngọc Ánh (Sài Gòn),"Xe tới rất trễ, giữa trưa mà phải đứng đợi gần 1 tiếng thì xe mới tới, xe cũ, cho 2 sao vì tài xế thân thiện",0.0027,0.9927,0.0046
Ngọc Ánh (Sài Gòn),"- Chuyến xe chạy khá êm mình đi chuyến tối ngủ khá ngon giấc tới chỗ. - Lơ xe lúc đón nói chuyện khá thân thiện ok. - Mình có hơi say xe không nằm được ghế trái nên có xin anh lơ chuyển sang ghế phải thì ảnh cũng sắp xếp cho. Một số điều mình chưa ưng lắm của nhà xe: - Lên xe không được phát nước uống. Máy lạnh cũng cảm giác không lạnh lắm mình thấy tùy lúc mát lúc không. - Xe xuất bến và tới rước khá trễ, hơn 30 phút. - Việc trung chuyển cũng không rõ ràng lắm do mình đặt vé trên web, khi rước mình có thông báo với lơ xe là cần xuống ở Bến xe Miền Tây nhưng cũng không được hướng dẫn trung chuyển rõ ràng.",0.0005,0.9917,0.0078
Ngọc Ánh (Sài Gòn),quên ghé bến xe cần thơ tr ơiiii chở em tới hậu giang =)),0.9997,0.0002,1e-04
Ngọc Ánh (Sài Gòn),Trễ 1 tiếng,0.0037,0.9907,0.0055
Ngọc Ánh (Sài Gòn),"Lái xe và phụ xe nên thân thiện hơn, mọi thứ đều ổn",0.9989,0.0002,0.0009
Ngọc Ánh (Sài Gòn),"Chuyến 10:30 am. Ra chỗ đợi từ 10h sáng mà lại báo 11h đón. Tới chỗ đón thì lại nói còn 1 tiếng mấy nữa vì đang ở Sóc Trăng. Nhà xe bảo thông cảm nhưng nó ảnh hưởng rất nhiều tới uy tín chuyến đi. Tôi có chuyến bay, mà trễ giờ xong bảo đợi rồi thông cảm :) đường QL thì ko có chỗ đứng đợi mà đợi cả tiếng mấy rồi",0.0102,0.9817,0.0082
Ngọc Ánh (Sài Gòn),Anh lơ dễ thương,0.9996,0.0004,1e-04
Ngọc Ánh (Sài Gòn),"Xe buýt bị trễ một giờ, mặc dù tôi đã bảo họ đến sớm hơn nửa giờ. Số xe liên tục thay đổi. Việc đặt chỗ cũng đã thay đổi.",0.0108,0.9878,0.0014
Ngọc Ánh (Sài Gòn),Trả khách không đúng chỗ như trên vé mua vé chuyến cà mau- cần thơ mà trả khách ở hcm là sao,0.0002,0.9981,0.0016
Ngọc Ánh (Sài Gòn),"Quá tệ, xe cũ, phòng nhỏ, điện thì đi được nửa đường tắt ko cho sạc đt nữa. Thái độ phục vụ kém. Xin vé thì từ lúc bến xe cho tới trạm SG như đi cầu cạnh họ. Ko bao giờ đi nữa",0.0009,0.999,1e-04
Ngọc Ánh (Sài Gòn),Điểm cuối bến ở SG không giống trong lịch trình,0.0004,0.9716,0.028
Ngọc Ánh (Sài Gòn),"Tài xế thì hút thuốc cả đêm trên xe kín, máy lạnh về bệnh mấy ngày chưa hết. Nhà xe thì đặt B3 tự ý chuyển sang B1 ngồi hít khói thuốc cả đêm;:)",0.0699,0.9298,0.0002
Ngọc Ánh (Sài Gòn),Cũng ổn. Nhưng k đúng vị trí đã đặt trước,0.0221,0.0097,0.9682
Ngọc Ánh (Sài Gòn),Xe đến đón muộn và đến nơi muộn hơn so với dự kiến. Dự kiến đón 21h40 - Đến nơi 1h20. Thực tế đón 22h20 - Đến nơi 3h. Còn tiện nghi ok có gối và chăn,0.7206,0.0059,0.2735
Ngọc Ánh (Sài Gòn),"Khiếp lần đầu như lần cuối, chạy đến cầu Mỹ Thuận tui sợ bị lật xe quá, chạy quá ẩu tả, lỡ đi rồi không lẽ xuống, may là về đến nhà, mong nhà xe làm việc lại với tài xế, sao lại chạy xe cái kiểu xem thường tính mạng con người như vậy",0.007,0.9929,1e-04
Ngọc Ánh (Sài Gòn),Tài xế chạy rất xóc và ẩu,0.0015,0.9984,1e-04
Ngọc Ánh (Sài Gòn),"Lần đầu đi xe Ngọc Ánh cũng là lần cuối mình đi xe hãng này. Cảm nhận đầu tiên của mình là xe chạy nhanh, xóc nãy rất nhiều chưa kể là ngồi phía cuối gần động cơ xe thành ồn cực kì, khó ngủ. Xe củ, giường phòng 34 chổ mà chật hẹp có 1 máy lạnh, vệ sinh chưa thật sự tốt chổ mình còn vỏ kẹo của khách chuyến trước. App với nhà xe nên thống nhất với nhau nào là trạm trung chuyễn nơi nào là trạm nhà xe, lúc xe trung chuyển đến làm mình cứ tưởng đâu xếp nhầm xe , hỏi thì mới biết là trung chuyễn ra nhà xe chính mà lơ xe trung chuyễn hơi cọc với khách nha lúc mình hỏi thì nạt mình: "" kêu nãy hỏi ai đi 8h30 tối sao hông lên xe . Rồi thêm ông tài xế đứng trên xe nói vọng xuống kiểu cười cợt, thiếu tôn trọng khách hàng, mình nhớ nhất câu tài xế bảo bạn lơ xe là hông cần phải kêu, hỏi lại khách nào còn đi chuyến 8h30 nữa hông, ai hông lên cho nó đi chuyến sau ? Ủa r lỡ lúc đó ngta đi vệ sinh, đau bụng thì sao chuyện đó cũng đâu ai mún. Mình đăng kí qua app là điểm đến của mình là chợ Thới Bình thì tài xế lại thả mình ở bến xe Cà Mau ???? Lúc dừng chân ở trạm thì tài xế hoặc lơ xe lại không thông báo hay nói gì cho kh biết là dừng chân trong bao lâu cứ im ỉm k nói 1 tiếng. Trải nghiệm hông thật sự tốt",0.0007,0.9988,0.0004
Ngọc Ánh (Sài Gòn),Khá,0.9983,0.0002,0.0014
Ngọc Ánh (Sài Gòn),Tôi đặt vé 8h00...sợ trể nên ngồi đợi từ 7h00..sau đó 9h00 mới rước...lơ xe còn xúc phạm tôi khi thấy tôi mang balô đi chậm lên xe...giá vé là 170 ngàn mà ông ấy bóp cổ lên cho mỗi khách là 175 ngàn...xe thì cũ và dơ không như hình chụp...thật thất vọng cho lần trãi nghiệm đầu tiên.,0.0006,0.9993,1e-04
Ngọc Ánh (Sài Gòn),xe hôi nhận khách giữa đường ￼ leo lên leo xuống không ngủ được không nghỉ ngơi được,0.0005,0.9993,0.0002
Ngọc Ánh (Sài Gòn),Cả xe ko ai được 1 chai nước uống😅,0.9996,0.0003,1e-04
Ngọc Ánh (Sài Gòn),Tệ,0.0029,0.997,1e-04
Ngọc Ánh (Sài Gòn),"Đổi xe mà không đổi vé, xe ban đầu có phòng, wifi, sạc ₫t qua xe khác không có",0.0004,0.9992,0.0004
Ngọc Ánh (Sài Gòn),Xe xuất phát trễ hơn giờ quy định ban đầu. Giường phòng nhỏ và các vật dụng như gối và mền không được vệ sinh.,0.0008,0.9988,0.0004
Ngọc Ánh (Sài Gòn),Không ghé đúng trạm trên tp,0.0003,0.9906,0.0091
Ngọc Ánh (Sài Gòn),Ngủ quên thì cũng chuyển ngta qua chuyến khác . Này là tui đặt phòng vip lun mà nch thấy ghét mún ăn tiền t chớ j,0.9788,0.0211,1e-04
Ngọc Ánh (Sài Gòn),tài xế và lơ xe rất dễ thương ( đặt biệt chú tài xế ) nhưng bế xe dời đi xa quá . bất tiện,0.0114,0.9872,0.0014
Ngọc Ánh (Sài Gòn),"Nhân viên không lịch sự, máy lạnh phía cuối xe bị hư, tài xế liên tục hối khách khi đến trạm dừng chân.",0.0025,0.9973,0.0002
Ngọc Ánh (Sài Gòn),Xe delay gần 45 phút,0.0021,0.9978,0.0002
Ngọc Ánh (Sài Gòn),Mở nhạc ồn ào. Không có lấy giọt nước uống :),0.0093,0.9903,0.0004
Ngọc Ánh (Sài Gòn),"Xe tốt, thoải mái, lái xe và bạn hổ trợ dễ thương. Đi đúng giờ, trạm dừng sạch sẽ. Điểm trừ là trạm xe ở đường nguyễn văn linh mà kg có xe trung chuyển, book grapcar hoặc taxi rất khó",0.9913,0.0014,0.0073
Ngọc Ánh (Sài Gòn),Tốt,0.9938,0.0005,0.0057
Ngọc Ánh (Sài Gòn),"Nhà xe không còn rước khách ở trước nhà xe nữa, nhưng khi đặt vé không xác nhận với khách trước, mình đặt vé 9:00 ngày 11/03/2023 mình đến nhận vé lúc 8h30 và ngồi đợi xe như thường lệ. Đến lúc 8h57 mới có người thông báo lên xe trung chuyển rồi xe trung chuyển mới chở ra chỗ xe lớn, nhưng mình có chở theo xe máy, lơ xe mới kêu mình lấy xe máy chạy theo sau, nhưng đến chỗ ngã 3 đèn xanh đèn đỏ ngay Quốc lộ 50 thì mình rẽ hướng khác. Mình vòng lại tìm thì không thấy xe trung chuyển đâu nữa. Sau một hồi không tìm thấy thì mình quyết định chạy lên bến xe miền tây bắt xe khác về vì mình đang gấp. Sau đó mình có liên hệ nhà vé và mình không đòi hỏi hoàn lại tiền vé nhưng mình xin lại tiền phí 1 chiếc xe máy là 350k, nhà xe có nói là sẽ trả và kêu mình nhắn tin số tài khoản, đến hôm nay 12/3/2023 thì mình vẫn chưa nhận được số tiền trên. Mình cực kỳ thất vọng, xe Ngọc Ánh nếu có lưu lịch sử di chuyển sẽ thấy mình đi rất nhiều lần từ TP.HCM - Cà Mau và ngược lại. Nhưng sau sự việc lần này mình sẽ không đi xe Ngọc Ánh thêm một lần nào nữa. Hy vọng đơn vị Vexere sẽ hỗ trợ mình.",0.0005,0.999,0.0005
Ngọc Ánh (Sài Gòn),Hôm nay không còn nghe mở nhạc ồn ào gây khó ngủ nữa nên phải vào ngay app vote 5*,0.9995,1e-04,0.0004
Ngọc Ánh (Sài Gòn),Chú chủ xe rất thân thiện,0.9997,0.0002,1e-04
Ngọc Ánh (Sài Gòn),"xe hôi, dơ, mền hôi, ko có rèm cửa, hỏi tài xế lơ xe thì lơ đẹp đi luôn, nắng ơi là nắng, máy lạnh thì hư nóng như cái lò, xe chạy mà tưởng đi ngựa, giật nảy người mấy lần, không có lần thứ 2 đi xe này, à còn giờ giấc thì lèn èng, quá chán",0.0007,0.9993,1e-04
Ngọc Ánh (Sài Gòn),"Đặt xe 14h , 13h15 gọi báo xe chạy :)))",0.9991,0.0002,0.0007
Ngọc Ánh (Sài Gòn),Mình đặt xe trước nhưng lúc lại lấy vé thì nhà xe báo là tăng lên thêm 10k,0.0128,0.7711,0.2161
Ngọc Ánh (Sài Gòn),"Xe chạy không đúng giờ, vé 11h nhưng 12h hơn mới chạy … mất thời gian",0.0006,0.9993,1e-04
Ngọc Ánh (Sài Gòn),"Xe Vip 32 chỗ gì mà chạy nó nhanh, mà nó dằn và rất tệ, thua xa xe 170k hay đi, không hề ngủ đc vì xíu là thắng gấp, xíu thì nhấp nhấp",0.0019,0.9978,0.0003
Ngọc Ánh (Sài Gòn),Tất cả mọi thứ đều tệ,0.0421,0.9578,1e-04
Ngọc Ánh (Sài Gòn),Có xe đưa đi trung chuyển,0.9965,0.001,0.0025
Ngọc Ánh (Sài Gòn),"Xe xuất phát trước giờ, khách phải bỏ vé",0.007,0.8812,0.1118
Ngọc Ánh (Sài Gòn),"Đặt xe dường phòng vé 550k. Không có chung chuyển, phải mua vé chung chuyển trước, Không có nước uống, Phòng rất nhiều muỗi, Xe cũ đèn hư, Phục vụ rất tệ",0.0005,0.9993,1e-04
Ngọc Ánh (Sài Gòn),"lần đầu tiên đi về Cà Mau, có tuyến từ CM lên SG và book qua app vexere. Ghi chuyến 22h00 nhưng dự kiến đón thì 20:45 phần chữ quá nhỏ nên không thấy, đi xe từ huyện U Minh ra tp CM gần 1h trong khi nhà xe kêu 21:20 xe chạy và mình 20:25 vừa tới cuối cùng mất vé phải ở lại CM trễ bao nhiêu công việc trên SG, lúc gọi để xác nhận nhân viên k nói rõ giờ khởi hành. Lúc đến bên nhà xe không giải quyết và app lại nói mình k đọc kĩ. Hi vọng app với nhà xe thống nhất ghi rõ và to giờ đi đừng gây hiểu lầm. Mùa tết nên cũng dễ hiểu nhưng trải nghiệm Lần Đầu đi xe với mình nó lại khác.",0.0002,0.8349,0.1649
Ngọc Ánh (Sài Gòn),"Xe cũ, vé 550k mà ko có nước uống, chung chuyển phải mua trước mới chở đi",0.001,0.9983,0.0006
Ngọc Ánh (Sài Gòn),Nói chúng là ok,0.9994,0.0004,0.0002
Ngọc Ánh (Sài Gòn),Xe giằng,0.9978,0.0021,1e-04
Ngọc Ánh (Sài Gòn),Lần này thật sự ko hài lòng về xe,0.0016,0.9983,1e-04
Ngọc Ánh (Sài Gòn),"Tạm ổn, tết nên bị dời xe 1 tiếng",0.654,0.0057,0.3403
Ngọc Ánh (Sài Gòn),Trên wed để 6h50 xuất bến Còn xe thì 10h mới chạy !! Sợ luôn .,0.0008,0.9986,0.0006
Ngọc Ánh (Sài Gòn),Ổn,0.9734,0.0005,0.0261
Ngọc Ánh (Sài Gòn),"Quá tệ từ nhân viên xe tại bến và nhân viên trực điện thoại. Thái độ hách dịch, khách gọi thì chửi như con đẻ. Đi cũng vài lần rồi mà chất lượng đi xuống quá",0.0016,0.9983,1e-04
Ngọc Ánh (Sài Gòn),Tạm thôi ko hoàn hảo lắm,0.0011,0.0003,0.9986
Ngọc Ánh (Sài Gòn),"Xe rộng rãi thoải mái, nhưng tiện ích như giường matxa, tai nghe không hoạt động được",0.1336,0.8593,0.0071
Ngọc Ánh (Sài Gòn),Mình đưa 60k cho phụ xe trả tiền trung chuyển từ nhà xe về khách sạn. Phụ xe bảo sẽ có xe 7 chỗ trung chuyển nhưng cuối cùng là 1 bác xe ôm. Bọn mình phải kẹp 3 đi 1 quãng đường dài 10km mà không có mũ bảo hiểm trên chiếc xe ôm đó,0.0916,0.8783,0.0301
Ngọc Ánh (Sài Gòn),tốt,0.9989,0.0003,0.0008
Ngọc Ánh (Sài Gòn),1 vài Hành khách hút thuốc làm ảnh hưởng đến mọi người xung quanh,0.8911,0.0795,0.0295
Ngọc Ánh (Sài Gòn),Trên vé đặt là giường B2 nhưng xếp cho ngồi giường B5 gần cuối xe,0.014,0.9264,0.0596
Ngọc Ánh (Sài Gòn),"Nói chung là tệ!nước không có, khăn không có, hành khách nói chuyện điện thoại ồn như cái chợ mà nhà xe không hề nhắc nhở, không đi cao tốc Mỹ Thuận mà đi ra Trung Lương đi quốc lộ để kẹt xe kéo dài hành trình ....Nghỉ chơi.",0.0066,0.9933,1e-04
Ngọc Ánh (Sài Gòn),Xe tốt!,0.9925,0.0008,0.0067
Ngọc Ánh (Sài Gòn),"Khách đã dặn ghé bến xe miền tây, lơ xe ok xong chạy thẳng về trạm quận 8, làm khách tốn 300k quay về gò vấp. Mà k nghe ai nói năng gì hết",0.0015,0.9908,0.0078
Ngọc Ánh (Sài Gòn),"Xe tốt, khởi hành đúng giờ, xe chạy nhanh tới sớm hơn thông báo (lúc mua vé) 1 tiếng",0.9994,0.0003,0.0003
Ngọc Ánh (Sài Gòn),tuyệt,0.9997,0.0002,0.0002
Ngọc Ánh (Sài Gòn),Xe đi ổn đúng giờ. Không đón khách dọc đường.,0.7922,0.008,0.1999
Ngọc Ánh (Sài Gòn),sao tài chạy ghê quá vậy huhu,0.0006,0.999,0.0004
Ngọc Ánh (Sài Gòn),Xe chạy 6 tiếng hơn chưa thấy tới cho dù ko kẹt xe đã thế 12h30 mới đi trong khi kêu 12g chả hiểu,0.0005,0.9992,0.0003
Ngọc Ánh (Sài Gòn),"Xe đầy đủ tiện nghi mình cần , bác tài và anh lơ xe oke , mấy chỗ khác tài xế vs lơ nói chuyện to vào ban đêm gây mất trật tự nhưng bên ngọc ánh thì mình hài lòng",0.9995,0.0002,0.0003
Ngọc Ánh (Sài Gòn),Máy lạnh hư,0.001,0.9989,1e-04
Ngọc Ánh (Sài Gòn),"Ghế k có rèm, lên xe rất hôi, rời bến chậm trễ 30p",0.0006,0.9991,0.0003
Ngọc Ánh (Sài Gòn),Bây giờ đi xe phòng 22 giường thì có nươc uống. Xe giuongf thì ko 😎,0.1037,0.7934,0.1029
Ngọc Ánh (Sài Gòn),Tuyệt zời 🥰❤️,0.9998,1e-04,1e-04
Ngọc Ánh (Sài Gòn),"Xe chạy rất êm, an toàn và thoải mái. 5 Sao cho chất lượng!",0.9993,0.0003,0.0004
Ngọc Ánh (Sài Gòn),Hihi hôm sau bảo lơ đừng sót em nữa nha 😁,0.9997,1e-04,1e-04
Ngọc Ánh (Sài Gòn),Vé 7h nhưng 9h xe mới chạy,0.0221,0.9214,0.0564
Ngọc Ánh (Sài Gòn),"Kẹt xe quá xá, trễ hơn giờ dự kiến tới hơn 3 tiếng đồng hồ",0.0047,0.995,0.0003
Ngọc Ánh (Sài Gòn),"Có điều trung chuyển lâu phải đợi, sạc trên xe k sử dụng đc",0.0258,0.724,0.2502
Ngọc Ánh (Sài Gòn),Lái xe và nhân viên thân thiện,0.9994,0.0002,0.0004
Ngọc Ánh (Sài Gòn),Tệ,0.0029,0.997,1e-04
Ngọc Ánh (Sài Gòn),"Vẫn là vấn đề nhà xe bật nhạc vào ban đêm, bật khá to từ lúc xe đến trạm dừng chân đầu tiên cho đến lúc đến bến xe Cà Mau.",0.0042,0.9847,0.0111
Ngọc Ánh (Sài Gòn),"Tối khuya mà bật nhạc rất to, ko để hành khách ngủ nghỉ gì cả.",0.9804,0.0016,0.0181
Ngọc Ánh (Sài Gòn),Tốt,0.9938,0.0005,0.0057
Ngọc Ánh (Sài Gòn),Do được đón cuối cùng nên ghế bị người khác ngồi. Nên cũng tạm chấp nhận được,0.0014,0.0014,0.9972
Ngọc Ánh (Sài Gòn),"Ngồi không đúng chỗ đã đặt. Đặt A3,A4 nhưng xếp ngồi A4, A5. Và được thông báo chỗ đã có người ngồi rồi, vậy ứng dụng đặt xe và chọn vị trí trống để làm gì ?",0.0027,0.9969,0.0005
Ngọc Ánh (Sài Gòn),Khát nước muốn khóc luôn,0.1325,0.8671,0.0003
Ngọc Ánh (Sài Gòn),"Xe êm dễ ngủ, tivi ko xem được.",0.3628,0.0074,0.6298
Ngọc Ánh (Sài Gòn),Ổn nha,0.9985,1e-04,0.0014
Ngọc Ánh (Sài Gòn),Hài lòng,0.9976,0.0003,0.0021
Ngọc Ánh (Sài Gòn),"Ổn, NV nhiệt tình, sẽ ủng hộ lần sau",0.9551,0.0023,0.0426
Ngọc Ánh (Sài Gòn),"Tóm lại ổn, giá rẻ nên mình hay đi. Nhưng mà xe dằn sốc khó chịu quá, với lại nóng ngủ không được. Nhân viên dễ thương lắm",0.0047,0.0167,0.9786
Ngọc Ánh (Sài Gòn),"cơ sở vật chất tối và nhân viên nhiệt tình xe chạy không đúng giờ, trễ gần 20’ khách từ lúc lên xe đến lúc đợi chạy xe và lúc dừng trạm dừng chân xe không được mở máy lạnh nên rất nóng",0.0214,0.9775,0.0011
Ngọc Ánh (Sài Gòn),Dịch vụ tốt.,0.9821,0.0031,0.0148
Ngọc Ánh (Sài Gòn),"Mọi thứ khá ổn, tài xế chạy chậm an toàn, dễ ngủ.",0.7192,0.0967,0.1841
Ngọc Ánh (Sài Gòn),Xe Ngọc Ánh rất tốt.,0.9994,0.0004,1e-04
Ngọc Ánh (Sài Gòn),"2g sáng mà nhà xe cho hành khách bật rap Việt, đúng là quả tuyệt dời.",0.9975,0.0018,0.0007
Ngọc Ánh (Sài Gòn),Xe sạch sẽ hiện đại nằm thoải mái,0.9991,0.0003,0.0006
Ngọc Ánh (Sài Gòn),Rất tốt .,0.9995,0.0002,0.0002
Ngọc Ánh (Sài Gòn),"Xe sạch sẽ, chỗ nằm thoải mái nhất trong các xe mình đã từng đi. Ghế có thể nâng cả phía để chân lên, rất phù hợp cho chuyến đi đường dài. Còn có cả chế độ Masage rất ok.",0.9996,0.0002,0.0002
Ngọc Ánh (Sài Gòn),"Thông tin điiểm đón trả khách rõ ràng, thời gian chạy đúng giờ....",0.9974,0.0004,0.0022
Ngọc Ánh (Sài Gòn),"Chuyến đi rất an toàn mặc dù có gặp một chút khó khăn với điều kiện thời tiết do ảnh hưởng từ cơn bão ngoài miền Trung. Nhưng xe vẫn chạy đúng tuyến, đúng giờ. Hài lòng nhất chính là cách phục vụ của nhân viên. Xin cảm ơn, tôi và gia đình sẽ tiếp tục ủng hộ nhà xe mình trong những chuyến đi sắp tới. Mong nhà xe Ngoc Ánh hãy tiếp tục phát huy tốt về những gì đang phát triển ở hiện tại, đặc biệt là cách phục vụ của nhân viên. Trân trọng!",0.9995,0.0003,0.0002
Ngọc Ánh (Sài Gòn),"Xe rất ok mà giá rẻ, mình toàn đi cha Diệp bằg xe này",0.9988,0.0003,0.0009
Ngọc Ánh (Sài Gòn),"Nhân viên và tài xế lẫn xe trung chuyển rất nhiệt tình hỗ trợ khách, chất lượng xe tốt hơn mong đợi",0.9993,0.0005,0.0002
Ngọc Ánh (Sài Gòn),"nhà xe thì tận tình, chu đáo, nhưng nhân viên vexere hướng dẫn địa chỉ cho khách chưa đúng, để phải đi mất thời gian.",0.0012,0.9985,0.0003
Ngọc Ánh (Sài Gòn),Tốt,0.9938,0.0005,0.0057
Ngọc Ánh (Sài Gòn),Tài xế nên vui vẻ hơn và tập trung lái xe thay vì nghe điện thoại,0.3011,0.6876,0.0113
Ngọc Ánh (Sài Gòn),"Xe chạy sốc, đang ngủ mà tưng tưng khó chịu Cái này mình ko trách nhưng mà mình có kêu là cho mình xuống Cha Diệp nhưng lại thả mình cách đó 18 cây, ko biết anh tài có nhận ra nhầm lẫn ko nhưng ko thấy liên hệ lại, phải bắt xe ôm gần đó",0.0108,0.9424,0.0468
Ngọc Ánh (Sài Gòn),"Lúc lên xe phải báo với phụ xế xuống bến khu vực nào để người ta xếp hành lý cho hợp lý, tránh khó tìm làm các bên khó chịu",0.0019,0.8854,0.1126
Ngọc Ánh (Sài Gòn),Vé xe khá rẻ so với chất lượng. Nhưng ko thấy nhà xe chủ động gọi khách hỏi khách có cần trung chuyển hay không. Nếu cải thiện dc điều này thì ok nạ,0.0856,0.008,0.9064
Ngọc Ánh (Sài Gòn),"So với các hãng khác đã đi thì chất lượng xe khá tốt, giá vé xe trung bình, nhưng hỗ trợ trung chuyển tính phí khá cao.",0.7412,0.0174,0.2414
Ngọc Ánh (Sài Gòn),Lần đầu đặt xe trên web nên lúc đặt xong không có điện thoại viên gọi xác nhận vì vậy nên rất hoang mang. Nhưng gọi tới tổng đài thì nhân viên hướng dẫn cụ thể,0.0086,0.2666,0.7248
Ngọc Ánh (Sài Gòn),"Xe chất lượng cao nhưng nội thất chưa thật sự là tốt, các chi tiết vẫn còn kêu ộp ẹp cảm giác không chắc chắn. Nhưng đánh giá chung là tốt.",0.7537,0.0044,0.2419
Ngọc Ánh (Sài Gòn),"nhân viên trả lời nhiệt tình và khá là dễ chịu, xe thì đẹp và sạch",0.9957,0.0011,0.0032
